Question_Code,Short_Description,Related_Variables,Answer_code,Answer_meaning,Long_Description
LVLDIFSEE2,LEVEL OF DIFFICULTY SEEING EVEN WITH GLASSES,(SEE),2,Some difficulty,"Do you have difficulty seeing, even when wearing glasses or contact lenses?"
LVLDIFSEE2,LEVEL OF DIFFICULTY SEEING EVEN WITH GLASSES,(SEE),3,A lot of difficulty or cannot do at all,"Do you have difficulty seeing, even when wearing glasses or contact lenses?"
LVLDIFSEE2,LEVEL OF DIFFICULTY SEEING EVEN WITH GLASSES,(SEE),85,BAD DATA Logically assigned,"Do you have difficulty seeing, even when wearing glasses or contact lenses?"
LVLDIFSEE2,LEVEL OF DIFFICULTY SEEING EVEN WITH GLASSES,(SEE),94,DON'T KNOW,"Do you have difficulty seeing, even when wearing glasses or contact lenses?"
LVLDIFSEE2,LEVEL OF DIFFICULTY SEEING EVEN WITH GLASSES,(SEE),97,REFUSED,"Do you have difficulty seeing, even when wearing glasses or contact lenses?"
LVLDIFSEE2,LEVEL OF DIFFICULTY SEEING EVEN WITH GLASSES,(SEE),98,BLANK (NO ANSWER),"Do you have difficulty seeing, even when wearing glasses or contact lenses?"
LVLDIFHEAR2,LEVEL OF DIFFICULTY HEARING EVEN WITH HEARING AIDS,(HEAR),1,No Difficulty,"Do you have difficulty hearing, even when using hearing aids?"
LVLDIFHEAR2,LEVEL OF DIFFICULTY HEARING EVEN WITH HEARING AIDS,(HEAR),2,Some difficulty,"Do you have difficulty hearing, even when using hearing aids?"
LVLDIFHEAR2,LEVEL OF DIFFICULTY HEARING EVEN WITH HEARING AIDS,(HEAR),3,A lot of difficulty or cannot do at all,"Do you have difficulty hearing, even when using hearing aids?"
LVLDIFHEAR2,LEVEL OF DIFFICULTY HEARING EVEN WITH HEARING AIDS,(HEAR),85,BAD DATA Logically assigned,"Do you have difficulty hearing, even when using hearing aids?"
LVLDIFHEAR2,LEVEL OF DIFFICULTY HEARING EVEN WITH HEARING AIDS,(HEAR),94,DON'T KNOW,"Do you have difficulty hearing, even when using hearing aids?"
LVLDIFHEAR2,LEVEL OF DIFFICULTY HEARING EVEN WITH HEARING AIDS,(HEAR),97,REFUSED,"Do you have difficulty hearing, even when using hearing aids?"
LVLDIFHEAR2,LEVEL OF DIFFICULTY HEARING EVEN WITH HEARING AIDS,(HEAR),98,BLANK (NO ANSWER),"Do you have difficulty hearing, even when using hearing aids?"
LVLDIFWALK2,LEVEL OF DIFFICULTY WALKING OR CLIMBING STEPS,(WALK),1,No Difficulty,Do you have difficulty walking or climbing steps?
LVLDIFWALK2,LEVEL OF DIFFICULTY WALKING OR CLIMBING STEPS,(WALK),2,Some difficulty,Do you have difficulty walking or climbing steps?
LVLDIFWALK2,LEVEL OF DIFFICULTY WALKING OR CLIMBING STEPS,(WALK),3,A lot of difficulty or cannot do at all,Do you have difficulty walking or climbing steps?
LVLDIFWALK2,LEVEL OF DIFFICULTY WALKING OR CLIMBING STEPS,(WALK),85,BAD DATA Logically assigned,Do you have difficulty walking or climbing steps?
LVLDIFWALK2,LEVEL OF DIFFICULTY WALKING OR CLIMBING STEPS,(WALK),94,DON'T KNOW,Do you have difficulty walking or climbing steps?
LVLDIFWALK2,LEVEL OF DIFFICULTY WALKING OR CLIMBING STEPS,(WALK),97,REFUSED,Do you have difficulty walking or climbing steps?
LVLDIFWALK2,LEVEL OF DIFFICULTY WALKING OR CLIMBING STEPS,(WALK),98,BLANK (NO ANSWER),Do you have difficulty walking or climbing steps?
LVLDIFMEM2,LEVEL OF DIFFICULTY REMEMBERING OR CONCENTRATING,(MEM),1,No Difficulty,Do you have difficulty remembering or concentrating?
LVLDIFMEM2,LEVEL OF DIFFICULTY REMEMBERING OR CONCENTRATING,(MEM),2,Some difficulty,Do you have difficulty remembering or concentrating?
LVLDIFMEM2,LEVEL OF DIFFICULTY REMEMBERING OR CONCENTRATING,(MEM),3,A lot of difficulty or cannot do at all,Do you have difficulty remembering or concentrating?
LVLDIFMEM2,LEVEL OF DIFFICULTY REMEMBERING OR CONCENTRATING,(MEM),85,BAD DATA Logically assigned,Do you have difficulty remembering or concentrating?
LVLDIFMEM2,LEVEL OF DIFFICULTY REMEMBERING OR CONCENTRATING,(MEM),94,DON'T KNOW,Do you have difficulty remembering or concentrating?
LVLDIFMEM2,LEVEL OF DIFFICULTY REMEMBERING OR CONCENTRATING,(MEM),97,REFUSED,Do you have difficulty remembering or concentrating?
LVLDIFMEM2,LEVEL OF DIFFICULTY REMEMBERING OR CONCENTRATING,(MEM),98,BLANK (NO ANSWER),Do you have difficulty remembering or concentrating?
LVLDIFCARE2,LEVEL OF DIFFICULTY WITH SELF-CARE,(CARE),1,No Difficulty,"Do you have difficulty with self-care, such as washing all over or dressing?"
LVLDIFCARE2,LEVEL OF DIFFICULTY WITH SELF-CARE,(CARE),2,Some difficulty,"Do you have difficulty with self-care, such as washing all over or dressing?"
LVLDIFCARE2,LEVEL OF DIFFICULTY WITH SELF-CARE,(CARE),3,A lot of difficulty or cannot do at all,"Do you have difficulty with self-care, such as washing all over or dressing?"
LVLDIFCARE2,LEVEL OF DIFFICULTY WITH SELF-CARE,(CARE),85,BAD DATA Logically assigned,"Do you have difficulty with self-care, such as washing all over or dressing?"
LVLDIFCARE2,LEVEL OF DIFFICULTY WITH SELF-CARE,(CARE),94,DON'T KNOW,"Do you have difficulty with self-care, such as washing all over or dressing?"
LVLDIFCARE2,LEVEL OF DIFFICULTY WITH SELF-CARE,(CARE),97,REFUSED,"Do you have difficulty with self-care, such as washing all over or dressing?"
LVLDIFCARE2,LEVEL OF DIFFICULTY WITH SELF-CARE,(CARE),98,BLANK (NO ANSWER),"Do you have difficulty with self-care, such as washing all over or dressing?"
LVLDIFCOMM2,LEVEL OF DIFFICULTY COMMUNICATING USING YOUR USUAL LANGUAGE,(COMM),1,No Difficulty,"Using your usual language, do you have difficulty communicating, for example understanding or being understood?"
LVLDIFCOMM2,LEVEL OF DIFFICULTY COMMUNICATING USING YOUR USUAL LANGUAGE,(COMM),2,Some difficulty,"Using your usual language, do you have difficulty communicating, for example understanding or being understood?"
LVLDIFCOMM2,LEVEL OF DIFFICULTY COMMUNICATING USING YOUR USUAL LANGUAGE,(COMM),3,A lot of difficulty or cannot do at all,"Using your usual language, do you have difficulty communicating, for example understanding or being understood?"
LVLDIFCOMM2,LEVEL OF DIFFICULTY COMMUNICATING USING YOUR USUAL LANGUAGE,(COMM),85,BAD DATA Logically assigned,"Using your usual language, do you have difficulty communicating, for example understanding or being understood?"
LVLDIFCOMM2,LEVEL OF DIFFICULTY COMMUNICATING USING YOUR USUAL LANGUAGE,(COMM),94,DON'T KNOW,"Using your usual language, do you have difficulty communicating, for example understanding or being understood?"
LVLDIFCOMM2,LEVEL OF DIFFICULTY COMMUNICATING USING YOUR USUAL LANGUAGE,(COMM),97,REFUSED,"Using your usual language, do you have difficulty communicating, for example understanding or being understood?"
LVLDIFCOMM2,LEVEL OF DIFFICULTY COMMUNICATING USING YOUR USUAL LANGUAGE,(COMM),98,BLANK (NO ANSWER),"Using your usual language, do you have difficulty communicating, for example understanding or being understood?"
IRSEX,IMPUTATION REVISED GENDER,(QD01),1,Male,"Beginning with the 2002 survey, missing values for the gender question (QD01) were no longer permitted. Thus, no imputation was required. This variable has the prefix 'IR', which stands for 'Imputation Revised', only for the sake of consistency with data sets from earlier surveys."
IRSEX,IMPUTATION REVISED GENDER,(QD01),2,Female,"Beginning with the 2002 survey, missing values for the gender question (QD01) were no longer permitted. Thus, no imputation was required. This variable has the prefix 'IR', which stands for 'Imputation Revised', only for the sake of consistency with data sets from earlier surveys."
IRMARIT,IMPUTATION REVISED MARITAL STATUS,(QD01),1,Married,NOTE: The variable IRMARIT reflects the move of the marital status questions from self-administration in 2015 back to interviewer administration in 2016. This variable is considered to be comparable with corresponding variables in 2002 to 2014 (when this question also was interviewer- administered) but is not considered to be comparable with the marital status variable IRMARITSTAT in 2015. Analytic goals should be considered prior to pooling or comparing marital status data from 2015 with data from other years.
IRMARIT,IMPUTATION REVISED MARITAL STATUS,(QD01),2,Widowed,NOTE: The variable IRMARIT reflects the move of the marital status questions from self-administration in 2015 back to interviewer administration in 2016. This variable is considered to be comparable with corresponding variables in 2002 to 2014 (when this question also was interviewer- administered) but is not considered to be comparable with the marital status variable IRMARITSTAT in 2015. Analytic goals should be considered prior to pooling or comparing marital status data from 2015 with data from other years.
IRMARIT,IMPUTATION REVISED MARITAL STATUS,(QD01),3,Divorced or Separated,NOTE: The variable IRMARIT reflects the move of the marital status questions from self-administration in 2015 back to interviewer administration in 2016. This variable is considered to be comparable with corresponding variables in 2002 to 2014 (when this question also was interviewer- administered) but is not considered to be comparable with the marital status variable IRMARITSTAT in 2015. Analytic goals should be considered prior to pooling or comparing marital status data from 2015 with data from other years.
IRMARIT,IMPUTATION REVISED MARITAL STATUS,(QD01),4,Never Been Married,NOTE: The variable IRMARIT reflects the move of the marital status questions from self-administration in 2015 back to interviewer administration in 2016. This variable is considered to be comparable with corresponding variables in 2002 to 2014 (when this question also was interviewer- administered) but is not considered to be comparable with the marital status variable IRMARITSTAT in 2015. Analytic goals should be considered prior to pooling or comparing marital status data from 2015 with data from other years.
