Question_Code,Short_Description,Related_Variables,Answer_code,Answer_meaning,
EDUSCHGRD2,WHAT GRADE IN NOW/WILL BE IN,(QD18),10,"College or university/2nd Year, 3rd year",
EDUSCHGRD2,WHAT GRADE IN NOW/WILL BE IN,(QD18),11,"College or university/4th Year, 5th or higher year",
EDUSCHGRD2,WHAT GRADE IN NOW/WILL BE IN,(QD18),98,BLANK (NO ANSWER),
EDUSCHGRD2,WHAT GRADE IN NOW/WILL BE IN,(QD18),99,LEGITIMATE SKIP,
EDUFULPAR,FULL OR PART TIME,(QD19),1,FULL-TIME,
EDUFULPAR,FULL OR PART TIME,(QD19),2,PART-TIME,
EDUFULPAR,FULL OR PART TIME,(QD19),85,BAD DATA Logically assigned,
EDUFULPAR,FULL OR PART TIME,(QD19),94,DON'T KNOW,
EDUFULPAR,FULL OR PART TIME,(QD19),97,REFUSED,
EDUFULPAR,FULL OR PART TIME,(QD19),98,BLANK (NO ANSWER),
EDUFULPAR,FULL OR PART TIME,(QD19),99,LEGITIMATE SKIP,
EDUSCKMON,HOW MANY DAYS MISSED SCHOOL FROM SICK,(QD20),RANGE,30-Jan,
EDUSCKMON,HOW MANY DAYS MISSED SCHOOL FROM SICK,(QD20),0,,
EDUSCKMON,HOW MANY DAYS MISSED SCHOOL FROM SICK,(QD20),85,BAD DATA Logically assigned,
EDUSCKMON,HOW MANY DAYS MISSED SCHOOL FROM SICK,(QD20),90,SCHOOL NOT IN SESSION,
EDUSCKMON,HOW MANY DAYS MISSED SCHOOL FROM SICK,(QD20),94,DON'T KNOW,
EDUSCKMON,HOW MANY DAYS MISSED SCHOOL FROM SICK,(QD20),97,REFUSED,
EDUSCKMON,HOW MANY DAYS MISSED SCHOOL FROM SICK,(QD20),98,BLANK (NO ANSWER),
EDUSCKMON,HOW MANY DAYS MISSED SCHOOL FROM SICK,(QD20),99,LEGITIMATE SKIP,
EDUSCKEST,BEST ESTIMATE # DAYS MISSED BECAUSE SICK OR INURED,(QD20DKRE),1,0 days,
EDUSCKEST,BEST ESTIMATE # DAYS MISSED BECAUSE SICK OR INURED,(QD20DKRE),2,1 day,
EDUSCKEST,BEST ESTIMATE # DAYS MISSED BECAUSE SICK OR INURED,(QD20DKRE),3,2 days,
EDUSCKEST,BEST ESTIMATE # DAYS MISSED BECAUSE SICK OR INURED,(QD20DKRE),4,3 to 5 days,
EDUSCKEST,BEST ESTIMATE # DAYS MISSED BECAUSE SICK OR INURED,(QD20DKRE),5,6 or more days,
EDUSCKEST,BEST ESTIMATE # DAYS MISSED BECAUSE SICK OR INURED,(QD20DKRE),6,School was not in session during the past 30 days,
EDUSCKEST,BEST ESTIMATE # DAYS MISSED BECAUSE SICK OR INURED,(QD20DKRE),94,DON'T KNOW,
EDUSCKEST,BEST ESTIMATE # DAYS MISSED BECAUSE SICK OR INURED,(QD20DKRE),97,REFUSED,
EDUSCKEST,BEST ESTIMATE # DAYS MISSED BECAUSE SICK OR INURED,(QD20DKRE),98,BLANK (NO ANSWER),
EDUSCKEST,BEST ESTIMATE # DAYS MISSED BECAUSE SICK OR INURED,(QD20DKRE),99,LEGITIMATE SKIP,
EDUSCKCOM,RC - HOW MANY DAYS MISSED SCHOOL FROM SICK (COMBINED),"(QD20, QD20DKRE)",RANGE,0 - 30,
EDUSCKCOM,RC - HOW MANY DAYS MISSED SCHOOL FROM SICK (COMBINED),"(QD20, QD20DKRE)",90,SCHOOL NOT IN SESSION,
EDUSCKCOM,RC - HOW MANY DAYS MISSED SCHOOL FROM SICK (COMBINED),"(QD20, QD20DKRE)",94,DON'T KNOW,
EDUSCKCOM,RC - HOW MANY DAYS MISSED SCHOOL FROM SICK (COMBINED),"(QD20, QD20DKRE)",97,REFUSED,
EDUSCKCOM,RC - HOW MANY DAYS MISSED SCHOOL FROM SICK (COMBINED),"(QD20, QD20DKRE)",98,BLANK (NO ANSWER),
EDUSCKCOM,RC - HOW MANY DAYS MISSED SCHOOL FROM SICK (COMBINED),"(QD20, QD20DKRE)",99,LEGITIMATE SKIP,
EDUSKPMON,HOW MANY DAYS MISSED SCHOOL FROM SKIPPING,(QD21),RANGE,30-Jan,
EDUSKPMON,HOW MANY DAYS MISSED SCHOOL FROM SKIPPING,(QD21),0,,
EDUSKPMON,HOW MANY DAYS MISSED SCHOOL FROM SKIPPING,(QD21),85,BAD DATA Logically assigned,
EDUSKPMON,HOW MANY DAYS MISSED SCHOOL FROM SKIPPING,(QD21),94,DON'T KNOW,
EDUSKPMON,HOW MANY DAYS MISSED SCHOOL FROM SKIPPING,(QD21),97,REFUSED,
EDUSKPMON,HOW MANY DAYS MISSED SCHOOL FROM SKIPPING,(QD21),98,BLANK (NO ANSWER),
EDUSKPMON,HOW MANY DAYS MISSED SCHOOL FROM SKIPPING,(QD21),99,LEGITIMATE SKIP,
EDUSKPEST,BEST ESTIMATE # DAYS MISSED BECAUSE SKIPPED OR CUT,(QD21DKRE),1,0 days,
EDUSKPEST,BEST ESTIMATE # DAYS MISSED BECAUSE SKIPPED OR CUT,(QD21DKRE),2,1 day,
EDUSKPEST,BEST ESTIMATE # DAYS MISSED BECAUSE SKIPPED OR CUT,(QD21DKRE),3,2 days,
EDUSKPEST,BEST ESTIMATE # DAYS MISSED BECAUSE SKIPPED OR CUT,(QD21DKRE),4,3 to 5 days,
EDUSKPEST,BEST ESTIMATE # DAYS MISSED BECAUSE SKIPPED OR CUT,(QD21DKRE),5,6 or more days,
EDUSKPEST,BEST ESTIMATE # DAYS MISSED BECAUSE SKIPPED OR CUT,(QD21DKRE),94,DON'T KNOW,
EDUSKPEST,BEST ESTIMATE # DAYS MISSED BECAUSE SKIPPED OR CUT,(QD21DKRE),97,REFUSED,
EDUSKPEST,BEST ESTIMATE # DAYS MISSED BECAUSE SKIPPED OR CUT,(QD21DKRE),98,BLANK (NO ANSWER),
EDUSKPEST,BEST ESTIMATE # DAYS MISSED BECAUSE SKIPPED OR CUT,(QD21DKRE),99,LEGITIMATE SKIP,
EDUSKPCOM,RC - HOW MANY DAYS MISSED SCHOOL FROM SKIPPING (COMBINED),"(QD21, QD21DKRE)",RANGE,0 - 30,
EDUSKPCOM,RC - HOW MANY DAYS MISSED SCHOOL FROM SKIPPING (COMBINED),"(QD21, QD21DKRE)",94,DON'T KNOW,
EDUSKPCOM,RC - HOW MANY DAYS MISSED SCHOOL FROM SKIPPING (COMBINED),"(QD21, QD21DKRE)",97,REFUSED,
EDUSKPCOM,RC - HOW MANY DAYS MISSED SCHOOL FROM SKIPPING (COMBINED),"(QD21, QD21DKRE)",98,BLANK (NO ANSWER),
EDUSKPCOM,RC - HOW MANY DAYS MISSED SCHOOL FROM SKIPPING (COMBINED),"(QD21, QD21DKRE)",99,LEGITIMATE SKIP,
MILTFAMLY,ANY IMMEDIATE FAMILY CURRENTLY IN US MILITARY,(QD10D),1,Yes,
MILTFAMLY,ANY IMMEDIATE FAMILY CURRENTLY IN US MILITARY,(QD10D),2,No,
MILTFAMLY,ANY IMMEDIATE FAMILY CURRENTLY IN US MILITARY,(QD10D),85,BAD DATA Logically assigned,
MILTFAMLY,ANY IMMEDIATE FAMILY CURRENTLY IN US MILITARY,(QD10D),94,DON'T KNOW,
MILTFAMLY,ANY IMMEDIATE FAMILY CURRENTLY IN US MILITARY,(QD10D),97,REFUSED,
MILTFAMLY,ANY IMMEDIATE FAMILY CURRENTLY IN US MILITARY,(QD10D),98,BLANK (NO ANSWER),
MILTSPPAR,SPOUSE OR PARTNER IN MILITARY,"(QD10E1, QD10E2)",1,Yes,
MILTSPPAR,SPOUSE OR PARTNER IN MILITARY,"(QD10E1, QD10E2)",2,No,
MILTSPPAR,SPOUSE OR PARTNER IN MILITARY,"(QD10E1, QD10E2)",85,BAD DATA Logically assigned,
MILTSPPAR,SPOUSE OR PARTNER IN MILITARY,"(QD10E1, QD10E2)",94,DON'T KNOW,
MILTSPPAR,SPOUSE OR PARTNER IN MILITARY,"(QD10E1, QD10E2)",97,REFUSED,
MILTSPPAR,SPOUSE OR PARTNER IN MILITARY,"(QD10E1, QD10E2)",98,BLANK (NO ANSWER),
MILTSPPAR,SPOUSE OR PARTNER IN MILITARY,"(QD10E1, QD10E2)",99,LEGITIMATE SKIP,
MILTPARNT,FATHER OR MOTHER IN MILITARY,"(QD10E3, QD10E4)",1,Yes,
MILTPARNT,FATHER OR MOTHER IN MILITARY,"(QD10E3, QD10E4)",2,No,
MILTPARNT,FATHER OR MOTHER IN MILITARY,"(QD10E3, QD10E4)",85,BAD DATA Logically assigned,
MILTPARNT,FATHER OR MOTHER IN MILITARY,"(QD10E3, QD10E4)",94,DON'T KNOW,
MILTPARNT,FATHER OR MOTHER IN MILITARY,"(QD10E3, QD10E4)",97,REFUSED,
MILTPARNT,FATHER OR MOTHER IN MILITARY,"(QD10E3, QD10E4)",98,BLANK (NO ANSWER),
MILTPARNT,FATHER OR MOTHER IN MILITARY,"(QD10E3, QD10E4)",99,LEGITIMATE SKIP,
MILTCHLDR,SON OR DAUGHTER IN MILITARY,"(QD10E5, QD10E6)",1,Yes,
MILTCHLDR,SON OR DAUGHTER IN MILITARY,"(QD10E5, QD10E6)",2,No,
MILTCHLDR,SON OR DAUGHTER IN MILITARY,"(QD10E5, QD10E6)",85,BAD DATA Logically assigned,
MILTCHLDR,SON OR DAUGHTER IN MILITARY,"(QD10E5, QD10E6)",94,DON'T KNOW,
MILTCHLDR,SON OR DAUGHTER IN MILITARY,"(QD10E5, QD10E6)",97,REFUSED,
MILTCHLDR,SON OR DAUGHTER IN MILITARY,"(QD10E5, QD10E6)",98,BLANK (NO ANSWER),
MILTCHLDR,SON OR DAUGHTER IN MILITARY,"(QD10E5, QD10E6)",99,LEGITIMATE SKIP,
MILTSIBLN,SISTER OR BROTHER IN MILITARY,"(QD10E7, QD10E8)",1,Yes,
MILTSIBLN,SISTER OR BROTHER IN MILITARY,"(QD10E7, QD10E8)",2,No,
MILTSIBLN,SISTER OR BROTHER IN MILITARY,"(QD10E7, QD10E8)",85,BAD DATA Logically assigned,
MILTSIBLN,SISTER OR BROTHER IN MILITARY,"(QD10E7, QD10E8)",94,DON'T KNOW,
MILTSIBLN,SISTER OR BROTHER IN MILITARY,"(QD10E7, QD10E8)",97,REFUSED,
MILTSIBLN,SISTER OR BROTHER IN MILITARY,"(QD10E7, QD10E8)",98,BLANK (NO ANSWER),
MILTSIBLN,SISTER OR BROTHER IN MILITARY,"(QD10E7, QD10E8)",99,LEGITIMATE SKIP,
ENRLCOLLFT2,RC-COLLEGE ENROLLMENT-FULL TIME,"(AGE3, EDUFULPAR, EDUSCHGRD2, EDUSCHLGO)",1,Full Time College Student Aged 18-22,
ENRLCOLLFT2,RC-COLLEGE ENROLLMENT-FULL TIME,"(AGE3, EDUFULPAR, EDUSCHGRD2, EDUSCHLGO)",2,Other Persons Aged 18-22,
ENRLCOLLFT2,RC-COLLEGE ENROLLMENT-FULL TIME,"(AGE3, EDUFULPAR, EDUSCHGRD2, EDUSCHLGO)",3,Unknwn Enrollment or not College Aged,
ENRLCOLLST2,RC-COLLEGE ENROLLMENT,"(AGE3, EDUFULPAR, EDUSCHGRD2, EDUSCHLGO)",1,Full Time College Student Aged 18-22,
ENRLCOLLST2,RC-COLLEGE ENROLLMENT,"(AGE3, EDUFULPAR, EDUSCHGRD2, EDUSCHLGO)",2,Part Time College Student Aged 18-22,
ENRLCOLLST2,RC-COLLEGE ENROLLMENT,"(AGE3, EDUFULPAR, EDUSCHGRD2, EDUSCHLGO)",3,Not Enrolled Aged 18-22,
ENRLCOLLST2,RC-COLLEGE ENROLLMENT,"(AGE3, EDUFULPAR, EDUSCHGRD2, EDUSCHLGO)",4,Other Persons Aged 18-22,
ENRLCOLLST2,RC-COLLEGE ENROLLMENT,"(AGE3, EDUFULPAR, EDUSCHGRD2, EDUSCHLGO)",5,Unknwn Enrollment or not College Aged,
WRKSTATWK2,WORK SITUATION IN PAST WEEK - RECODE,"(WRK35WKUS, WRKDPSTWK, WRKDPSTYR, WRKEFFORT, WRKRSNJOB, WRKRSNNOT)",1,"Worked at full-time job, past week",
WRKSTATWK2,WORK SITUATION IN PAST WEEK - RECODE,"(WRK35WKUS, WRKDPSTWK, WRKDPSTYR, WRKEFFORT, WRKRSNJOB, WRKRSNNOT)",2,"Worked at part time job, past week",
WRKSTATWK2,WORK SITUATION IN PAST WEEK - RECODE,"(WRK35WKUS, WRKDPSTWK, WRKDPSTYR, WRKEFFORT, WRKRSNJOB, WRKRSNNOT)",3,"Has job or volunteer worker, did not work past wk",
WRKSTATWK2,WORK SITUATION IN PAST WEEK - RECODE,"(WRK35WKUS, WRKDPSTWK, WRKDPSTYR, WRKEFFORT, WRKRSNJOB, WRKRSNNOT)",4,"Unemployed/on layoff, looking for work",
WRKSTATWK2,WORK SITUATION IN PAST WEEK - RECODE,"(WRK35WKUS, WRKDPSTWK, WRKDPSTYR, WRKEFFORT, WRKRSNJOB, WRKRSNNOT)",5,Disabled,
WRKSTATWK2,WORK SITUATION IN PAST WEEK - RECODE,"(WRK35WKUS, WRKDPSTWK, WRKDPSTYR, WRKEFFORT, WRKRSNJOB, WRKRSNNOT)",6,Keeping house full-time,
WRKSTATWK2,WORK SITUATION IN PAST WEEK - RECODE,"(WRK35WKUS, WRKDPSTWK, WRKDPSTYR, WRKEFFORT, WRKRSNJOB, WRKRSNNOT)",7,In school/training,
WRKSTATWK2,WORK SITUATION IN PAST WEEK - RECODE,"(WRK35WKUS, WRKDPSTWK, WRKDPSTYR, WRKEFFORT, WRKRSNJOB, WRKRSNNOT)",8,Retired,
WRKSTATWK2,WORK SITUATION IN PAST WEEK - RECODE,"(WRK35WKUS, WRKDPSTWK, WRKDPSTYR, WRKEFFORT, WRKRSNJOB, WRKRSNNOT)",9,"Does not have a job, some other reason",
WRKSTATWK2,WORK SITUATION IN PAST WEEK - RECODE,"(WRK35WKUS, WRKDPSTWK, WRKDPSTYR, WRKEFFORT, WRKRSNJOB, WRKRSNNOT)",98,BLANK (NO ANSWER),
WRKSTATWK2,WORK SITUATION IN PAST WEEK - RECODE,"(WRK35WKUS, WRKDPSTWK, WRKDPSTYR, WRKEFFORT, WRKRSNJOB, WRKRSNNOT)",99,LEGITIMATE SKIP,
WRKDPSTWK,WORK AT JOB LAST WEEK,(QD26),1,Yes,
WRKDPSTWK,WORK AT JOB LAST WEEK,(QD26),2,No,
WRKDPSTWK,WORK AT JOB LAST WEEK,(QD26),4,No LOGICALLY ASSIGNED,
WRKDPSTWK,WORK AT JOB LAST WEEK,(QD26),85,BAD DATA Logically assigned,
WRKDPSTWK,WORK AT JOB LAST WEEK,(QD26),94,DON'T KNOW,
WRKDPSTWK,WORK AT JOB LAST WEEK,(QD26),97,REFUSED,
WRKDPSTWK,WORK AT JOB LAST WEEK,(QD26),98,BLANK (NO ANSWER),
WRKDPSTWK,WORK AT JOB LAST WEEK,(QD26),99,LEGITIMATE SKIP,
WRKHADJOB,DID YOU HAVE A JOB OR BUSINESS,(QD27),1,Yes,
WRKHADJOB,DID YOU HAVE A JOB OR BUSINESS,(QD27),2,No,
WRKHADJOB,DID YOU HAVE A JOB OR BUSINESS,(QD27),4,No LOGICALLY ASSIGNED,
WRKHADJOB,DID YOU HAVE A JOB OR BUSINESS,(QD27),85,BAD DATA Logically assigned,
WRKHADJOB,DID YOU HAVE A JOB OR BUSINESS,(QD27),94,DON'T KNOW,
WRKHADJOB,DID YOU HAVE A JOB OR BUSINESS,(QD27),97,REFUSED,
WRKHADJOB,DID YOU HAVE A JOB OR BUSINESS,(QD27),98,BLANK (NO ANSWER),
WRKHADJOB,DID YOU HAVE A JOB OR BUSINESS,(QD27),99,LEGITIMATE SKIP,
WRKDHRSWK2,HOW MANY HOURS WORKED LAST WEEK,(QD28),RANGE,Jan-60,
WRKDHRSWK2,HOW MANY HOURS WORKED LAST WEEK,(QD28),61,61 or more,
WRKDHRSWK2,HOW MANY HOURS WORKED LAST WEEK,(QD28),985,BAD DATA Logically assigned,
WRKDHRSWK2,HOW MANY HOURS WORKED LAST WEEK,(QD28),994,DON'T KNOW,
WRKDHRSWK2,HOW MANY HOURS WORKED LAST WEEK,(QD28),997,REFUSED,
WRKDHRSWK2,HOW MANY HOURS WORKED LAST WEEK,(QD28),998,BLANK (NO ANSWER),
WRKDHRSWK2,HOW MANY HOURS WORKED LAST WEEK,(QD28),999,LEGITIMATE SKIP,
WRK35WKUS,USUALLY WORK 35 OR MORE HRS PER WEEK,(QD29),1,Yes,
WRK35WKUS,USUALLY WORK 35 OR MORE HRS PER WEEK,(QD29),2,No,
WRK35WKUS,USUALLY WORK 35 OR MORE HRS PER WEEK,(QD29),85,BAD DATA Logically assigned,
WRK35WKUS,USUALLY WORK 35 OR MORE HRS PER WEEK,(QD29),94,DON'T KNOW,
WRK35WKUS,USUALLY WORK 35 OR MORE HRS PER WEEK,(QD29),97,REFUSED,
WRK35WKUS,USUALLY WORK 35 OR MORE HRS PER WEEK,(QD29),98,BLANK (NO ANSWER),
WRK35WKUS,USUALLY WORK 35 OR MORE HRS PER WEEK,(QD29),99,LEGITIMATE SKIP,
WRKRSNNOT,REASON FOR NOT WORKING AT JOB - PAST WK,(QD30),1,On vacation/sick/furlough/strike/maternity or family leave,
WRKRSNNOT,REASON FOR NOT WORKING AT JOB - PAST WK,(QD30),2,On layoff and not looking for work,
WRKRSNNOT,REASON FOR NOT WORKING AT JOB - PAST WK,(QD30),3,On layoff and looking for work,
WRKRSNNOT,REASON FOR NOT WORKING AT JOB - PAST WK,(QD30),4,Waiting to report to a new job,
WRKRSNNOT,REASON FOR NOT WORKING AT JOB - PAST WK,(QD30),5,Self-employed and did not have business last week,
WRKRSNNOT,REASON FOR NOT WORKING AT JOB - PAST WK,(QD30),6,Going to school/training,
WRKRSNNOT,REASON FOR NOT WORKING AT JOB - PAST WK,(QD30),7,Some other reason,
WRKRSNNOT,REASON FOR NOT WORKING AT JOB - PAST WK,(QD30),994,DON'T KNOW,
WRKRSNNOT,REASON FOR NOT WORKING AT JOB - PAST WK,(QD30),997,REFUSED,
WRKRSNNOT,REASON FOR NOT WORKING AT JOB - PAST WK,(QD30),998,BLANK (NO ANSWER),
WRKRSNNOT,REASON FOR NOT WORKING AT JOB - PAST WK,(QD30),999,LEGITIMATE SKIP,
WRKRSNJOB,REASON FOR NOT HAVING A JOB - PAST WK,(QD31),1,Looking for work,
WRKRSNJOB,REASON FOR NOT HAVING A JOB - PAST WK,(QD31),2,On layoff and not looking for work,
WRKRSNJOB,REASON FOR NOT HAVING A JOB - PAST WK,(QD31),3,Keeping house or caring for children full time,
WRKRSNJOB,REASON FOR NOT HAVING A JOB - PAST WK,(QD31),4,Going to school/training,
WRKRSNJOB,REASON FOR NOT HAVING A JOB - PAST WK,(QD31),5,Retired,
WRKRSNJOB,REASON FOR NOT HAVING A JOB - PAST WK,(QD31),6,Disabled for work,
WRKRSNJOB,REASON FOR NOT HAVING A JOB - PAST WK,(QD31),7,Didn't want a job,
WRKRSNJOB,REASON FOR NOT HAVING A JOB - PAST WK,(QD31),8,Some other reason,
WRKRSNJOB,REASON FOR NOT HAVING A JOB - PAST WK,(QD31),985,BAD DATA Logically assigned,
WRKRSNJOB,REASON FOR NOT HAVING A JOB - PAST WK,(QD31),994,DON'T KNOW,
WRKRSNJOB,REASON FOR NOT HAVING A JOB - PAST WK,(QD31),997,REFUSED,
WRKRSNJOB,REASON FOR NOT HAVING A JOB - PAST WK,(QD31),998,BLANK (NO ANSWER),
WRKRSNJOB,REASON FOR NOT HAVING A JOB - PAST WK,(QD31),999,LEGITIMATE SKIP,
WRKEFFORT,"PAST 30 DAYS, MAKE EFFORT TO FIND WORK",(QD32),1,Yes,
WRKEFFORT,"PAST 30 DAYS, MAKE EFFORT TO FIND WORK",(QD32),2,No,
WRKEFFORT,"PAST 30 DAYS, MAKE EFFORT TO FIND WORK",(QD32),94,DON'T KNOW,
WRKEFFORT,"PAST 30 DAYS, MAKE EFFORT TO FIND WORK",(QD32),97,REFUSED,
WRKEFFORT,"PAST 30 DAYS, MAKE EFFORT TO FIND WORK",(QD32),98,BLANK (NO ANSWER),
WRKEFFORT,"PAST 30 DAYS, MAKE EFFORT TO FIND WORK",(QD32),99,LEGITIMATE SKIP,
WRKDPSTYR,"PAST 12 MOS, WORKED AT ANY JOB",(QD33),1,Yes,
WRKDPSTYR,"PAST 12 MOS, WORKED AT ANY JOB",(QD33),2,No,
WRKDPSTYR,"PAST 12 MOS, WORKED AT ANY JOB",(QD33),85,BAD DATA Logically assigned,
WRKDPSTYR,"PAST 12 MOS, WORKED AT ANY JOB",(QD33),94,DON'T KNOW,
WRKDPSTYR,"PAST 12 MOS, WORKED AT ANY JOB",(QD33),97,REFUSED,
WRKDPSTYR,"PAST 12 MOS, WORKED AT ANY JOB",(QD33),98,BLANK (NO ANSWER),
WRKDPSTYR,"PAST 12 MOS, WORKED AT ANY JOB",(QD33),99,LEGITIMATE SKIP,
WRKSELFEM,"PAST 12 MOS, SELF EMPLOYED",(QD34),1,Yes,
WRKSELFEM,"PAST 12 MOS, SELF EMPLOYED",(QD34),2,No,
WRKSELFEM,"PAST 12 MOS, SELF EMPLOYED",(QD34),5,Yes LOGICALLY ASSIGNED (from skip pattern),
WRKSELFEM,"PAST 12 MOS, SELF EMPLOYED",(QD34),85,BAD DATA Logically assigned,
WRKSELFEM,"PAST 12 MOS, SELF EMPLOYED",(QD34),94,DON'T KNOW,
WRKSELFEM,"PAST 12 MOS, SELF EMPLOYED",(QD34),97,REFUSED,
WRKSELFEM,"PAST 12 MOS, SELF EMPLOYED",(QD34),98,BLANK (NO ANSWER),
WRKSELFEM,"PAST 12 MOS, SELF EMPLOYED",(QD34),99,LEGITIMATE SKIP,
WRKNUMJOB2,"PAST 12 MOS, HOW MANY EMPLOYERS","(QD35, QD36)",1,One,
WRKNUMJOB2,"PAST 12 MOS, HOW MANY EMPLOYERS","(QD35, QD36)",2,Two,
WRKNUMJOB2,"PAST 12 MOS, HOW MANY EMPLOYERS","(QD35, QD36)",3,Three,
WRKNUMJOB2,"PAST 12 MOS, HOW MANY EMPLOYERS","(QD35, QD36)",4,Four or more,
WRKNUMJOB2,"PAST 12 MOS, HOW MANY EMPLOYERS","(QD35, QD36)",85,BAD DATA Logically assigned,
WRKNUMJOB2,"PAST 12 MOS, HOW MANY EMPLOYERS","(QD35, QD36)",94,DON'T KNOW,
WRKNUMJOB2,"PAST 12 MOS, HOW MANY EMPLOYERS","(QD35, QD36)",97,REFUSED,
WRKNUMJOB2,"PAST 12 MOS, HOW MANY EMPLOYERS","(QD35, QD36)",98,BLANK (NO ANSWER),
WRKNUMJOB2,"PAST 12 MOS, HOW MANY EMPLOYERS","(QD35, QD36)",99,LEGITIMATE SKIP,
WRKNJBPYR,"PAST 12 MOS, TIME WITH NO JOB",(QD37),1,Yes,
WRKNJBPYR,"PAST 12 MOS, TIME WITH NO JOB",(QD37),2,No,
WRKNJBPYR,"PAST 12 MOS, TIME WITH NO JOB",(QD37),85,BAD DATA Logically assigned,
WRKNJBPYR,"PAST 12 MOS, TIME WITH NO JOB",(QD37),94,DON'T KNOW,
WRKNJBPYR,"PAST 12 MOS, TIME WITH NO JOB",(QD37),97,REFUSED,
WRKNJBPYR,"PAST 12 MOS, TIME WITH NO JOB",(QD37),98,BLANK (NO ANSWER),
WRKNJBPYR,"PAST 12 MOS, TIME WITH NO JOB",(QD37),99,LEGITIMATE SKIP,
WRKNJBWKS,HOW MANY WKS W/O JOB IN PAST 12 MOS,(QD38),RANGE,Jan-52,
WRKNJBWKS,HOW MANY WKS W/O JOB IN PAST 12 MOS,(QD38),85,BAD DATA Logically assigned,
WRKNJBWKS,HOW MANY WKS W/O JOB IN PAST 12 MOS,(QD38),94,DON'T KNOW,
WRKNJBWKS,HOW MANY WKS W/O JOB IN PAST 12 MOS,(QD38),97,REFUSED,
WRKNJBWKS,HOW MANY WKS W/O JOB IN PAST 12 MOS,(QD38),98,BLANK (NO ANSWER),
WRKNJBWKS,HOW MANY WKS W/O JOB IN PAST 12 MOS,(QD38),99,LEGITIMATE SKIP,
WRKLASTYR2,WHAT YEAR LAST WORKED,(QD39A),RANGE,1984 - 2022,
WRKLASTYR2,WHAT YEAR LAST WORKED,(QD39A),1983,1983 or earlier,
WRKLASTYR2,WHAT YEAR LAST WORKED,(QD39A),9985,BAD DATA Logically assigned,
WRKLASTYR2,WHAT YEAR LAST WORKED,(QD39A),9991,NEVER WORKED AT A JOB OR BUSINESS,
WRKLASTYR2,WHAT YEAR LAST WORKED,(QD39A),9994,DON'T KNOW,
WRKLASTYR2,WHAT YEAR LAST WORKED,(QD39A),9997,REFUSED,
WRKLASTYR2,WHAT YEAR LAST WORKED,(QD39A),9998,BLANK (NO ANSWER),
WRKLASTYR2,WHAT YEAR LAST WORKED,(QD39A),9999,LEGITIMATE SKIP,
WRKSICKMO,# DAYS MISSED WORK FOR INJURY/ILLNESS PAST 30 DAYS,(QD40),RANGE,30-Jan,
WRKSICKMO,# DAYS MISSED WORK FOR INJURY/ILLNESS PAST 30 DAYS,(QD40),0,,
WRKSICKMO,# DAYS MISSED WORK FOR INJURY/ILLNESS PAST 30 DAYS,(QD40),85,BAD DATA Logically assigned,
WRKSICKMO,# DAYS MISSED WORK FOR INJURY/ILLNESS PAST 30 DAYS,(QD40),94,DON'T KNOW,
WRKSICKMO,# DAYS MISSED WORK FOR INJURY/ILLNESS PAST 30 DAYS,(QD40),97,REFUSED,
WRKSICKMO,# DAYS MISSED WORK FOR INJURY/ILLNESS PAST 30 DAYS,(QD40),98,BLANK (NO ANSWER),
WRKSICKMO,# DAYS MISSED WORK FOR INJURY/ILLNESS PAST 30 DAYS,(QD40),99,LEGITIMATE SKIP,
WRKSKIPMO,# DAYS SKIPPED WORK PAST 30 DAYS,(QD41),RANGE,30-Jan,
WRKSKIPMO,# DAYS SKIPPED WORK PAST 30 DAYS,(QD41),0,,
WRKSKIPMO,# DAYS SKIPPED WORK PAST 30 DAYS,(QD41),85,BAD DATA Logically assigned,
WRKSKIPMO,# DAYS SKIPPED WORK PAST 30 DAYS,(QD41),94,DON'T KNOW,
WRKSKIPMO,# DAYS SKIPPED WORK PAST 30 DAYS,(QD41),97,REFUSED,
WRKSKIPMO,# DAYS SKIPPED WORK PAST 30 DAYS,(QD41),98,BLANK (NO ANSWER),
WRKSKIPMO,# DAYS SKIPPED WORK PAST 30 DAYS,(QD41),99,LEGITIMATE SKIP,
WRKDRGPOL,WORKPLACE HAVE WRITTEN POLICY DRUG/ALCOHOL USE,(QD43),1,Yes,
WRKDRGPOL,WORKPLACE HAVE WRITTEN POLICY DRUG/ALCOHOL USE,(QD43),2,No,
WRKDRGPOL,WORKPLACE HAVE WRITTEN POLICY DRUG/ALCOHOL USE,(QD43),85,BAD DATA Logically assigned,
WRKDRGPOL,WORKPLACE HAVE WRITTEN POLICY DRUG/ALCOHOL USE,(QD43),94,DON'T KNOW,
WRKDRGPOL,WORKPLACE HAVE WRITTEN POLICY DRUG/ALCOHOL USE,(QD43),97,REFUSED,
WRKDRGPOL,WORKPLACE HAVE WRITTEN POLICY DRUG/ALCOHOL USE,(QD43),98,BLANK (NO ANSWER),
WRKDRGPOL,WORKPLACE HAVE WRITTEN POLICY DRUG/ALCOHOL USE,(QD43),99,LEGITIMATE SKIP,
WRKDRGALB,"DID POLICY COVER ALCOHOL, DRUGS, OR  BOTH",(QD44),1,Only alcohol,
WRKDRGALB,"DID POLICY COVER ALCOHOL, DRUGS, OR  BOTH",(QD44),2,Only drugs,
WRKDRGALB,"DID POLICY COVER ALCOHOL, DRUGS, OR  BOTH",(QD44),3,Both alcohol and drugs,
