Question_Code,Short_description,Answer_code,Answer_meaning,Long_description
SRVC70,Pharmacotherapies disulfiram (Q.A7),L,Logical Skip,
SRVC70,Pharmacotherapies disulfiram (Q.A7),M,Missing Data,
SRVC71,Pharmacotherapies naltrexone (oral) (Q.A7),0,No,
SRVC71,Pharmacotherapies naltrexone (oral) (Q.A7),1,Yes,
SRVC71,Pharmacotherapies naltrexone (oral) (Q.A7),L,Logical Skip,
SRVC71,Pharmacotherapies naltrexone (oral) (Q.A7),M,Missing Data,
SRVC108,"Pharmacotherapies naltrexone (extended-release, injectable) (Q.A7)",0,No,
SRVC108,"Pharmacotherapies naltrexone (extended-release, injectable) (Q.A7)",1,Yes,
SRVC108,"Pharmacotherapies naltrexone (extended-release, injectable) (Q.A7)",L,Logical Skip,
SRVC108,"Pharmacotherapies naltrexone (extended-release, injectable) (Q.A7)",M,Missing Data,
SRVC88,Pharmacotherapies acamprosate (campral) (Q.A7),0,No,
SRVC88,Pharmacotherapies acamprosate (campral) (Q.A7),1,Yes,
SRVC88,Pharmacotherapies acamprosate (campral) (Q.A7),L,Logical Skip,
SRVC88,Pharmacotherapies acamprosate (campral) (Q.A7),M,Missing Data,
SRVC94,Pharmacotherapies nicotine replacement (Q.A7),0,No,
SRVC94,Pharmacotherapies nicotine replacement (Q.A7),1,Yes,
SRVC94,Pharmacotherapies nicotine replacement (Q.A7),L,Logical Skip,
SRVC94,Pharmacotherapies nicotine replacement (Q.A7),M,Missing Data,
SRVC106,Pharmacotherapies non-nicotine cessation (Q.A7),0,No,
SRVC106,Pharmacotherapies non-nicotine cessation (Q.A7),1,Yes,
SRVC106,Pharmacotherapies non-nicotine cessation (Q.A7),L,Logical Skip,
SRVC106,Pharmacotherapies non-nicotine cessation (Q.A7),M,Missing Data,
SRVC95,Pharmacotherapies psychiatric disorders (Q.A7),0,No,
SRVC95,Pharmacotherapies psychiatric disorders (Q.A7),1,Yes,
SRVC95,Pharmacotherapies psychiatric disorders (Q.A7),L,Logical Skip,
SRVC95,Pharmacotherapies psychiatric disorders (Q.A7),M,Missing Data,
SRVC85,Pharmacotherapies methadone (Q.A7),0,No,
SRVC85,Pharmacotherapies methadone (Q.A7),1,Yes,
SRVC85,Pharmacotherapies methadone (Q.A7),L,Logical Skip,
SRVC85,Pharmacotherapies methadone (Q.A7),M,Missing Data,
SRVC87,"Pharm buprenorphine with naloxone (suboxone, bunavail, zubsolv, cassipa) (Q.A7)",0,No,
SRVC87,"Pharm buprenorphine with naloxone (suboxone, bunavail, zubsolv, cassipa) (Q.A7)",1,Yes,
SRVC87,"Pharm buprenorphine with naloxone (suboxone, bunavail, zubsolv, cassipa) (Q.A7)",L,Logical Skip,
SRVC87,"Pharm buprenorphine with naloxone (suboxone, bunavail, zubsolv, cassipa) (Q.A7)",M,Missing Data,
SRVC86,Pharmacotherapies buprenorphine without naloxone (Q.A7),0,No,
SRVC86,Pharmacotherapies buprenorphine without naloxone (Q.A7),1,Yes,
SRVC86,Pharmacotherapies buprenorphine without naloxone (Q.A7),L,Logical Skip,
SRVC86,Pharmacotherapies buprenorphine without naloxone (Q.A7),M,Missing Data,
SRVC129,Pharmacotherapies buprenorphine sub-dermal implant (probuphine) (Q.A7),0,No,
SRVC129,Pharmacotherapies buprenorphine sub-dermal implant (probuphine) (Q.A7),1,Yes,
SRVC129,Pharmacotherapies buprenorphine sub-dermal implant (probuphine) (Q.A7),L,Logical Skip,
SRVC129,Pharmacotherapies buprenorphine sub-dermal implant (probuphine) (Q.A7),M,Missing Data,
SRVC130,"Pharmacotherapies buprenorphine (extended-release, injectable, for example, sublocade) (Q.A7)",0,No,
SRVC130,"Pharmacotherapies buprenorphine (extended-release, injectable, for example, sublocade) (Q.A7)",1,Yes,
SRVC130,"Pharmacotherapies buprenorphine (extended-release, injectable, for example, sublocade) (Q.A7)",L,Logical Skip,
SRVC130,"Pharmacotherapies buprenorphine (extended-release, injectable, for example, sublocade) (Q.A7)",M,Missing Data,
SRVCMEDHIV,Pharmacotherapies for HIV treatment (Q.A7),0,No,
SRVCMEDHIV,Pharmacotherapies for HIV treatment (Q.A7),1,Yes,
SRVCMEDHIV,Pharmacotherapies for HIV treatment (Q.A7),L,Logical Skip,
SRVCMEDHIV,Pharmacotherapies for HIV treatment (Q.A7),M,Missing Data,
SRVCMEDPREEXP,Pharmacotherapies for pre-exposure prophylaxis (Q.A7),0,No,
SRVCMEDPREEXP,Pharmacotherapies for pre-exposure prophylaxis (Q.A7),1,Yes,
SRVCMEDPREEXP,Pharmacotherapies for pre-exposure prophylaxis (Q.A7),L,Logical Skip,
SRVCMEDPREEXP,Pharmacotherapies for pre-exposure prophylaxis (Q.A7),M,Missing Data,
SRVCMEDHCV,Pharmacotherapies for Hepatitis C (HCV) treatment (Q.A7),0,No,
SRVCMEDHCV,Pharmacotherapies for Hepatitis C (HCV) treatment (Q.A7),1,Yes,
SRVCMEDHCV,Pharmacotherapies for Hepatitis C (HCV) treatment (Q.A7),L,Logical Skip,
SRVCMEDHCV,Pharmacotherapies for Hepatitis C (HCV) treatment (Q.A7),M,Missing Data,
SRVCMEDLOFE,Pharmacotherapies lofexidine (Q.A7),0,No,
SRVCMEDLOFE,Pharmacotherapies lofexidine (Q.A7),1,Yes,
SRVCMEDLOFE,Pharmacotherapies lofexidine (Q.A7),L,Logical Skip,
SRVCMEDLOFE,Pharmacotherapies lofexidine (Q.A7),M,Missing Data,
SRVCCLON,Pharmacotherapies clonidine (Q.A7),0,No,
SRVCCLON,Pharmacotherapies clonidine (Q.A7),1,Yes,
SRVCCLON,Pharmacotherapies clonidine (Q.A7),L,Logical Skip,
SRVCCLON,Pharmacotherapies clonidine (Q.A7),M,Missing Data,
SRVCMEDOTHCOND,Pharmacotherapies for other medical conditions (Q.A7),0,No,
SRVCMEDOTHCOND,Pharmacotherapies for other medical conditions (Q.A7),1,Yes,
SRVCMEDOTHCOND,Pharmacotherapies for other medical conditions (Q.A7),L,Logical Skip,
SRVCMEDOTHCOND,Pharmacotherapies for other medical conditions (Q.A7),M,Missing Data,
NOPHARMSRVC,None of the above pharmacotherapies (Q.A7),0,No,
NOPHARMSRVC,None of the above pharmacotherapies (Q.A7),1,Yes,
NOPHARMSRVC,None of the above pharmacotherapies (Q.A7),L,Logical Skip,
NOPHARMSRVC,None of the above pharmacotherapies (Q.A7),M,Missing Data,
OTXNOMED,Drugs may originate at another site (Q.A8),0,No,
OTXNOMED,Drugs may originate at another site (Q.A8),1,Yes,
OTXNOMED,Drugs may originate at another site (Q.A8),L,Logical Skip,
OTXNOMED,Drugs may originate at another site (Q.A8),M,Missing Data,
OTXNAL,Uses naltrexone to treat opioid use disorder (Q.A8),0,No,
OTXNAL,Uses naltrexone to treat opioid use disorder (Q.A8),1,Yes,
OTXNAL,Uses naltrexone to treat opioid use disorder (Q.A8),L,Logical Skip,
OTXNAL,Uses naltrexone to treat opioid use disorder (Q.A8),M,Missing Data,
OTXBUP,Uses buprenorphine to treat opioid use disorder (Q.A8),0,No,
OTXBUP,Uses buprenorphine to treat opioid use disorder (Q.A8),1,Yes,
OTXBUP,Uses buprenorphine to treat opioid use disorder (Q.A8),L,Logical Skip,
OTXBUP,Uses buprenorphine to treat opioid use disorder (Q.A8),M,Missing Data,
OTXFEDOTP,Federally-certified Opioid Treatment Program (OTP) (Q.A8),0,No,
OTXFEDOTP,Federally-certified Opioid Treatment Program (OTP) (Q.A8),1,Yes,
OTXFEDOTP,Federally-certified Opioid Treatment Program (OTP) (Q.A8),L,Logical Skip,
OTXFEDOTP,Federally-certified Opioid Treatment Program (OTP) (Q.A8),M,Missing Data,
OTXFREE,"Treats opioid addiction, but without methadone, buprenorphine, and/or naltrexone (Q.A8)",0,No,
OTXFREE,"Treats opioid addiction, but without methadone, buprenorphine, and/or naltrexone (Q.A8)",1,Yes,
OTXFREE,"Treats opioid addiction, but without methadone, buprenorphine, and/or naltrexone (Q.A8)",L,Logical Skip,
OTXFREE,"Treats opioid addiction, but without methadone, buprenorphine, and/or naltrexone (Q.A8)",M,Missing Data,
OTXPAIN,Uses methadone or buprenorphine for other purposes (Q.A8),0,No,
OTXPAIN,Uses methadone or buprenorphine for other purposes (Q.A8),1,Yes,
OTXPAIN,Uses methadone or buprenorphine for other purposes (Q.A8),L,Logical Skip,
OTXPAIN,Uses methadone or buprenorphine for other purposes (Q.A8),M,Missing Data,
OTXNONE,Does not treat opioid use disorder (Q.A8),0,No,
OTXNONE,Does not treat opioid use disorder (Q.A8),1,Yes,
OTXNONE,Does not treat opioid use disorder (Q.A8),L,Logical Skip,
OTXNONE,Does not treat opioid use disorder (Q.A8),M,Missing Data,
OUDWNET,"Opioid use disorder medication source, prescribing entity in network (Q.A8a)",0,No,
OUDWNET,"Opioid use disorder medication source, prescribing entity in network (Q.A8a)",1,Yes,
OUDWNET,"Opioid use disorder medication source, prescribing entity in network (Q.A8a)",L,Logical Skip,
OUDWNET,"Opioid use disorder medication source, prescribing entity in network (Q.A8a)",M,Missing Data,
OUDWBUSREL,"Opioid use disorder medication source, referral relationship with prescribing entity (Q.A8a)",0,No,
OUDWBUSREL,"Opioid use disorder medication source, referral relationship with prescribing entity (Q.A8a)",1,Yes,
OUDWBUSREL,"Opioid use disorder medication source, referral relationship with prescribing entity (Q.A8a)",L,Logical Skip,
OUDWBUSREL,"Opioid use disorder medication source, referral relationship with prescribing entity (Q.A8a)",M,Missing Data,
OUDWPERPROV,"Opioid use disorder medication source, personal physician/health care provider (Q.A8a)",0,No,
OUDWPERPROV,"Opioid use disorder medication source, personal physician/health care provider (Q.A8a)",1,Yes,
OUDWPERPROV,"Opioid use disorder medication source, personal physician/health care provider (Q.A8a)",L,Logical Skip,
OUDWPERPROV,"Opioid use disorder medication source, personal physician/health care provider (Q.A8a)",M,Missing Data,
ONLYOUD,Serve only opioid use disorder clients (Q.A8b),0,No,
ONLYOUD,Serve only opioid use disorder clients (Q.A8b),1,Yes,
ONLYOUD,Serve only opioid use disorder clients (Q.A8b),L,Logical Skip,
ONLYOUD,Serve only opioid use disorder clients (Q.A8b),M,Missing Data,
OPIOIDMAINT,Maintenance services with methadone or buprenorphine (Q.A8c),0,No,
OPIOIDMAINT,Maintenance services with methadone or buprenorphine (Q.A8c),1,Yes,
OPIOIDMAINT,Maintenance services with methadone or buprenorphine (Q.A8c),L,Logical Skip,
OPIOIDMAINT,Maintenance services with methadone or buprenorphine (Q.A8c),M,Missing Data,
OPIOIDWDRAW,Maintenance services with medical supervised withdrawal after period of stabilization,0,No,
OPIOIDWDRAW,Maintenance services with medical supervised withdrawal after period of stabilization,1,Yes,
OPIOIDWDRAW,Maintenance services with medical supervised withdrawal after period of stabilization,L,Logical Skip,
OPIOIDWDRAW,Maintenance services with medical supervised withdrawal after period of stabilization,M,Missing Data,
OPIOIDDETOX,Detoxification from opioids of use with methadone or buprenorphine (Q.A8c),0,No,
OPIOIDDETOX,Detoxification from opioids of use with methadone or buprenorphine (Q.A8c),1,Yes,
OPIOIDDETOX,Detoxification from opioids of use with methadone or buprenorphine (Q.A8c),L,Logical Skip,
OPIOIDDETOX,Detoxification from opioids of use with methadone or buprenorphine (Q.A8c),M,Missing Data,
OPIOIDDLOFE,Detoxification from opioids of use with lofexidine or clonidine (Q.A8c),0,No,
OPIOIDDLOFE,Detoxification from opioids of use with lofexidine or clonidine (Q.A8c),1,Yes,
OPIOIDDLOFE,Detoxification from opioids of use with lofexidine or clonidine (Q.A8c),L,Logical Skip,
OPIOIDDLOFE,Detoxification from opioids of use with lofexidine or clonidine (Q.A8c),M,Missing Data,
OPIOIDNAL,Relapse prevention with naltrexone (Q.A8c),0,No,
OPIOIDNAL,Relapse prevention with naltrexone (Q.A8c),1,Yes,
OPIOIDNAL,Relapse prevention with naltrexone (Q.A8c),L,Logical Skip,
OPIOIDNAL,Relapse prevention with naltrexone (Q.A8c),M,Missing Data,
OPIOIDOTH,Medication services other (Q.A8c),0,No,
OPIOIDOTH,Medication services other (Q.A8c),1,Yes,
OPIOIDOTH,Medication services other (Q.A8c),L,Logical Skip,
OPIOIDOTH,Medication services other (Q.A8c),M,Missing Data,
NOOPIOIDMEDSRVC,None of the above medication services (Q.A8c),0,No,
NOOPIOIDMEDSRVC,None of the above medication services (Q.A8c),1,Yes,
NOOPIOIDMEDSRVC,None of the above medication services (Q.A8c),L,Logical Skip,
NOOPIOIDMEDSRVC,None of the above medication services (Q.A8c),M,Missing Data,
AUDTXMEDELSE,Alcohol use disorder treatment but drugs may originate at another site (Q.A9),0,No,
AUDTXMEDELSE,Alcohol use disorder treatment but drugs may originate at another site (Q.A9),1,Yes,
AUDTXMEDELSE,Alcohol use disorder treatment but drugs may originate at another site (Q.A9),L,Logical Skip,
AUDTXMEDELSE,Alcohol use disorder treatment but drugs may originate at another site (Q.A9),M,Missing Data,
AUDTXDIS,Alcohol use disorder treatment with disulfiram (Q.A9),0,No,
AUDTXDIS,Alcohol use disorder treatment with disulfiram (Q.A9),1,Yes,
AUDTXDIS,Alcohol use disorder treatment with disulfiram (Q.A9),L,Logical Skip,
AUDTXDIS,Alcohol use disorder treatment with disulfiram (Q.A9),M,Missing Data,
AUDTXNAL,Alcohol use disorder treatment with naltrexone (Q.A9),0,No,
AUDTXNAL,Alcohol use disorder treatment with naltrexone (Q.A9),1,Yes,
AUDTXNAL,Alcohol use disorder treatment with naltrexone (Q.A9),L,Logical Skip,
AUDTXNAL,Alcohol use disorder treatment with naltrexone (Q.A9),M,Missing Data,
AUDTXACAM,Alcohol use disorder treatment with acamprosate (Q.A9),0,No,
AUDTXACAM,Alcohol use disorder treatment with acamprosate (Q.A9),1,Yes,
AUDTXACAM,Alcohol use disorder treatment with acamprosate (Q.A9),L,Logical Skip,
AUDTXACAM,Alcohol use disorder treatment with acamprosate (Q.A9),M,Missing Data,
AUDTXFREE,Alcohol use disorder treatment without medication-assisted treatment (Q.A9),0,No,
AUDTXFREE,Alcohol use disorder treatment without medication-assisted treatment (Q.A9),1,Yes,
AUDTXFREE,Alcohol use disorder treatment without medication-assisted treatment (Q.A9),L,Logical Skip,
AUDTXFREE,Alcohol use disorder treatment without medication-assisted treatment (Q.A9),M,Missing Data,
AUDTXNONE,Does not treat alcohol use disorder (Q.A9),0,No,
AUDTXNONE,Does not treat alcohol use disorder (Q.A9),1,Yes,
AUDTXNONE,Does not treat alcohol use disorder (Q.A9),L,Logical Skip,
AUDTXNONE,Does not treat alcohol use disorder (Q.A9),M,Missing Data,
AUDWNET,"Alcohol use disorder medication source, prescribing entity in network (Q.A9a)",0,No,
AUDWNET,"Alcohol use disorder medication source, prescribing entity in network (Q.A9a)",1,Yes,
AUDWNET,"Alcohol use disorder medication source, prescribing entity in network (Q.A9a)",L,Logical Skip,
AUDWNET,"Alcohol use disorder medication source, prescribing entity in network (Q.A9a)",M,Missing Data,
AUDWBUSREL,"Alcohol use disorder medication source, referral relationship with prescribing entity (Q.A9a)",0,No,
AUDWBUSREL,"Alcohol use disorder medication source, referral relationship with prescribing entity (Q.A9a)",1,Yes,
AUDWBUSREL,"Alcohol use disorder medication source, referral relationship with prescribing entity (Q.A9a)",L,Logical Skip,
AUDWBUSREL,"Alcohol use disorder medication source, referral relationship with prescribing entity (Q.A9a)",M,Missing Data,
AUDWPERPROV,"Alcohol use disorder medication source, personal physician/health care provider",0,No,
AUDWPERPROV,"Alcohol use disorder medication source, personal physician/health care provider",1,Yes,
AUDWPERPROV,"Alcohol use disorder medication source, personal physician/health care provider",L,Logical Skip,
AUDWPERPROV,"Alcohol use disorder medication source, personal physician/health care provider",M,Missing Data,
ONLYAUD,Serve only alcohol use disorder clients (Q.A9b),0,No,
ONLYAUD,Serve only alcohol use disorder clients (Q.A9b),1,Yes,
ONLYAUD,Serve only alcohol use disorder clients (Q.A9b),L,Logical Skip,
ONLYAUD,Serve only alcohol use disorder clients (Q.A9b),M,Missing Data,
SACOUNOPIOID,Frequently uses substance use counseling for opioid use (Q.A10),0,No,
SACOUNOPIOID,Frequently uses substance use counseling for opioid use (Q.A10),1,Yes,
SACOUNOPIOID,Frequently uses substance use counseling for opioid use (Q.A10),L,Logical Skip,
SACOUNOPIOID,Frequently uses substance use counseling for opioid use (Q.A10),M,Missing Data,
SACOUNOTHSUB,Frequently uses substance use counseling for other substances (Q.A10),0,No,
SACOUNOTHSUB,Frequently uses substance use counseling for other substances (Q.A10),1,Yes,
SACOUNOTHSUB,Frequently uses substance use counseling for other substances (Q.A10),L,Logical Skip,
SACOUNOTHSUB,Frequently uses substance use counseling for other substances (Q.A10),M,Missing Data,
_12STEPOPIOID,Frequently uses 12-step facilitation for opioid use (Q.A10),0,No,
_12STEPOPIOID,Frequently uses 12-step facilitation for opioid use (Q.A10),1,Yes,
_12STEPOPIOID,Frequently uses 12-step facilitation for opioid use (Q.A10),L,Logical Skip,
_12STEPOPIOID,Frequently uses 12-step facilitation for opioid use (Q.A10),M,Missing Data,
_12STEPOTHSUB,Frequently uses 12-step facilitation for other substances (Q.A10),0,No,
_12STEPOTHSUB,Frequently uses 12-step facilitation for other substances (Q.A10),1,Yes,
_12STEPOTHSUB,Frequently uses 12-step facilitation for other substances (Q.A10),L,Logical Skip,
_12STEPOTHSUB,Frequently uses 12-step facilitation for other substances (Q.A10),M,Missing Data,
BRIEFOPIOID,Frequently uses brief intervention for opioid use (Q.A10),0,No,
BRIEFOPIOID,Frequently uses brief intervention for opioid use (Q.A10),1,Yes,
BRIEFOPIOID,Frequently uses brief intervention for opioid use (Q.A10),L,Logical Skip,
BRIEFOPIOID,Frequently uses brief intervention for opioid use (Q.A10),M,Missing Data,
BRIEFOTHSUB,Frequently uses brief intervention for other substances (Q.A10),0,No,
BRIEFOTHSUB,Frequently uses brief intervention for other substances (Q.A10),1,Yes,
BRIEFOTHSUB,Frequently uses brief intervention for other substances (Q.A10),L,Logical Skip,
BRIEFOTHSUB,Frequently uses brief intervention for other substances (Q.A10),M,Missing Data,
COGBTOPIOID,Frequently uses cognitive behavior therapy for opioid use (Q.A10),0,No,
COGBTOPIOID,Frequently uses cognitive behavior therapy for opioid use (Q.A10),1,Yes,
COGBTOPIOID,Frequently uses cognitive behavior therapy for opioid use (Q.A10),L,Logical Skip,
COGBTOPIOID,Frequently uses cognitive behavior therapy for opioid use (Q.A10),M,Missing Data,
COGBTOTHSUB,Frequently uses cognitive behavior therapy for other substances (Q.A10),0,No,
COGBTOTHSUB,Frequently uses cognitive behavior therapy for other substances (Q.A10),1,Yes,
COGBTOTHSUB,Frequently uses cognitive behavior therapy for other substances (Q.A10),L,Logical Skip,
COGBTOTHSUB,Frequently uses cognitive behavior therapy for other substances (Q.A10),M,Missing Data,
CONMGMTOPIOID,Frequently uses contingency management/motivational incentives for opioid use (Q.A10),0,No,
CONMGMTOPIOID,Frequently uses contingency management/motivational incentives for opioid use (Q.A10),1,Yes,
CONMGMTOPIOID,Frequently uses contingency management/motivational incentives for opioid use (Q.A10),L,Logical Skip,
CONMGMTOPIOID,Frequently uses contingency management/motivational incentives for opioid use (Q.A10),M,Missing Data,
CONMGMTOTHSUB,Frequently uses contingency management/motivational incentives for other,0,No,
