Question_Code,Description,Answer_Code,Answer_Meaning
V0063,V0063 - INMATE_TYPE: INMATE TYPE - Incident Section Routing (CAPI variable),5,On Escape WITH new sentenced Offenses
V0063,V0063 - INMATE_TYPE: INMATE TYPE - Incident Section Routing (CAPI variable),6,On Escape WITH new arrest Offenses
V0063,V0063 - INMATE_TYPE: INMATE TYPE - Incident Section Routing (CAPI variable),7,Parole Violator with No new Offenses
V0063,V0063 - INMATE_TYPE: INMATE TYPE - Incident Section Routing (CAPI variable),8,Parole Violator WITH new sentenced Offenses
V0063,V0063 - INMATE_TYPE: INMATE TYPE - Incident Section Routing (CAPI variable),9,Parole Violator WITH new arrest Offenses
V0063,V0063 - INMATE_TYPE: INMATE TYPE - Incident Section Routing (CAPI variable),10,Probation Violator with No new Offenses
V0063,V0063 - INMATE_TYPE: INMATE TYPE - Incident Section Routing (CAPI variable),11,Probation Violator WITH new sentenced Offenses
V0063,V0063 - INMATE_TYPE: INMATE TYPE - Incident Section Routing (CAPI variable),12,Probation Violator WITH new arrest Offenses
V0063,V0063 - INMATE_TYPE: INMATE TYPE - Incident Section Routing (CAPI variable),13,Inmate with No Offenses recorded in any of the applicable sections where Offenses are collected
V0064,V0064 - CTRL_TYPE_1: Crime Type Offense # 1 - Incident Section Routing (CAPI variable),-9,Response missing due to CAPI issue
V0064,V0064 - CTRL_TYPE_1: Crime Type Offense # 1 - Incident Section Routing (CAPI variable),-8,Skipped
V0064,V0064 - CTRL_TYPE_1: Crime Type Offense # 1 - Incident Section Routing (CAPI variable),-2,Refusal
V0064,V0064 - CTRL_TYPE_1: Crime Type Offense # 1 - Incident Section Routing (CAPI variable),-1,Don't Know
V0064,V0064 - CTRL_TYPE_1: Crime Type Offense # 1 - Incident Section Routing (CAPI variable),1,Violent Offense
V0064,V0064 - CTRL_TYPE_1: Crime Type Offense # 1 - Incident Section Routing (CAPI variable),2,Property Offense
V0064,V0064 - CTRL_TYPE_1: Crime Type Offense # 1 - Incident Section Routing (CAPI variable),3,"Violation of laws which could or did give you some financial gain, but not a Violent or Drug Offense"
V0064,V0064 - CTRL_TYPE_1: Crime Type Offense # 1 - Incident Section Routing (CAPI variable),4,Drug Offense
V0064,V0064 - CTRL_TYPE_1: Crime Type Offense # 1 - Incident Section Routing (CAPI variable),5,Public Order Offense
V0064,V0064 - CTRL_TYPE_1: Crime Type Offense # 1 - Incident Section Routing (CAPI variable),6,Something Else
V0065,V0065 - CTRL_TYPE_2: Crime Type Offense # 2 - Incident Section Routing (CAPI variable),-9,Response missing due to CAPI issue
V0065,V0065 - CTRL_TYPE_2: Crime Type Offense # 2 - Incident Section Routing (CAPI variable),-8,Skipped
V0065,V0065 - CTRL_TYPE_2: Crime Type Offense # 2 - Incident Section Routing (CAPI variable),-2,Refusal
V0065,V0065 - CTRL_TYPE_2: Crime Type Offense # 2 - Incident Section Routing (CAPI variable),-1,Don't Know
V0065,V0065 - CTRL_TYPE_2: Crime Type Offense # 2 - Incident Section Routing (CAPI variable),1,Violent Offense
V0065,V0065 - CTRL_TYPE_2: Crime Type Offense # 2 - Incident Section Routing (CAPI variable),2,Property Offense
V0065,V0065 - CTRL_TYPE_2: Crime Type Offense # 2 - Incident Section Routing (CAPI variable),3,"Violation of laws which could or did give you some financial gain, but not a Violent or Drug Offense"
V0065,V0065 - CTRL_TYPE_2: Crime Type Offense # 2 - Incident Section Routing (CAPI variable),4,Drug Offense
V0065,V0065 - CTRL_TYPE_2: Crime Type Offense # 2 - Incident Section Routing (CAPI variable),5,Public Order Offense
V0065,V0065 - CTRL_TYPE_2: Crime Type Offense # 2 - Incident Section Routing (CAPI variable),6,Something Else
V0066,V0066 - CTRL_TYPE_3: Crime Type Offense # 3 - Incident Section Routing (CAPI variable),-9,Response missing due to CAPI issue
V0066,V0066 - CTRL_TYPE_3: Crime Type Offense # 3 - Incident Section Routing (CAPI variable),-8,Skipped
V0066,V0066 - CTRL_TYPE_3: Crime Type Offense # 3 - Incident Section Routing (CAPI variable),-2,Refusal
V0066,V0066 - CTRL_TYPE_3: Crime Type Offense # 3 - Incident Section Routing (CAPI variable),-1,Don't Know
V0066,V0066 - CTRL_TYPE_3: Crime Type Offense # 3 - Incident Section Routing (CAPI variable),1,Violent Offense
V0066,V0066 - CTRL_TYPE_3: Crime Type Offense # 3 - Incident Section Routing (CAPI variable),2,Property Offense
V0066,V0066 - CTRL_TYPE_3: Crime Type Offense # 3 - Incident Section Routing (CAPI variable),3,"Violation of laws which could or did give you some financial gain, but not a Violent or Drug Offense"
V0066,V0066 - CTRL_TYPE_3: Crime Type Offense # 3 - Incident Section Routing (CAPI variable),4,Drug Offense
V0066,V0066 - CTRL_TYPE_3: Crime Type Offense # 3 - Incident Section Routing (CAPI variable),5,Public Order Offense
V0066,V0066 - CTRL_TYPE_3: Crime Type Offense # 3 - Incident Section Routing (CAPI variable),6,Something Else
V0067,V0067 - CTRL_TYPE_4: Crime Type Offense # 4 - Incident Section Routing (CAPI variable),-9,Response missing due to CAPI issue
V0067,V0067 - CTRL_TYPE_4: Crime Type Offense # 4 - Incident Section Routing (CAPI variable),-8,Skipped
V0067,V0067 - CTRL_TYPE_4: Crime Type Offense # 4 - Incident Section Routing (CAPI variable),-2,Refusal
V0067,V0067 - CTRL_TYPE_4: Crime Type Offense # 4 - Incident Section Routing (CAPI variable),-1,Don't Know
V0067,V0067 - CTRL_TYPE_4: Crime Type Offense # 4 - Incident Section Routing (CAPI variable),1,Violent Offense
V0067,V0067 - CTRL_TYPE_4: Crime Type Offense # 4 - Incident Section Routing (CAPI variable),2,Property Offense
V0067,V0067 - CTRL_TYPE_4: Crime Type Offense # 4 - Incident Section Routing (CAPI variable),3,"Violation of laws which could or did give you some financial gain, but not a Violent or Drug Offense"
V0067,V0067 - CTRL_TYPE_4: Crime Type Offense # 4 - Incident Section Routing (CAPI variable),4,Drug Offense
V0067,V0067 - CTRL_TYPE_4: Crime Type Offense # 4 - Incident Section Routing (CAPI variable),5,Public Order Offense
V0067,V0067 - CTRL_TYPE_4: Crime Type Offense # 4 - Incident Section Routing (CAPI variable),6,Something Else
V0068,V0068 - CTRL_TYPE_5: Crime Type Offense # 5 - Incident Section Routing (CAPI variable),-9,Response missing due to CAPI issue
V0068,V0068 - CTRL_TYPE_5: Crime Type Offense # 5 - Incident Section Routing (CAPI variable),-8,Skipped
V0068,V0068 - CTRL_TYPE_5: Crime Type Offense # 5 - Incident Section Routing (CAPI variable),-2,Refusal
V0068,V0068 - CTRL_TYPE_5: Crime Type Offense # 5 - Incident Section Routing (CAPI variable),-1,Don't Know
V0068,V0068 - CTRL_TYPE_5: Crime Type Offense # 5 - Incident Section Routing (CAPI variable),1,Violent Offense
V0068,V0068 - CTRL_TYPE_5: Crime Type Offense # 5 - Incident Section Routing (CAPI variable),2,Property Offense
V0068,V0068 - CTRL_TYPE_5: Crime Type Offense # 5 - Incident Section Routing (CAPI variable),3,"Violation of laws which could or did give you some financial gain, but not a Violent or Drug Offense"
V0068,V0068 - CTRL_TYPE_5: Crime Type Offense # 5 - Incident Section Routing (CAPI variable),4,Drug Offense
V0068,V0068 - CTRL_TYPE_5: Crime Type Offense # 5 - Incident Section Routing (CAPI variable),5,Public Order Offense
V0068,V0068 - CTRL_TYPE_5: Crime Type Offense # 5 - Incident Section Routing (CAPI variable),6,Something Else
V0069,V0069 - VIOLENT_TYPE: Type of Violent Offense - Incident Section Routing (CAPI variable),-9,Response missing due to CAPI issue
V0069,V0069 - VIOLENT_TYPE: Type of Violent Offense - Incident Section Routing (CAPI variable),-8,Skipped
V0069,V0069 - VIOLENT_TYPE: Type of Violent Offense - Incident Section Routing (CAPI variable),-2,Refusal
V0069,V0069 - VIOLENT_TYPE: Type of Violent Offense - Incident Section Routing (CAPI variable),-1,Don't Know
V0069,V0069 - VIOLENT_TYPE: Type of Violent Offense - Incident Section Routing (CAPI variable),1,Rape
V0069,V0069 - VIOLENT_TYPE: Type of Violent Offense - Incident Section Routing (CAPI variable),2,Murder / Manslaughter / Homicide
V0069,V0069 - VIOLENT_TYPE: Type of Violent Offense - Incident Section Routing (CAPI variable),3,Other Violent Offense
V0070,V0070 - CJ_BGN: Section 2 Criminal Justice Begin Flag (CAPI variable),-9,Response missing due to CAPI issue
V0070,V0070 - CJ_BGN: Section 2 Criminal Justice Begin Flag (CAPI variable),-8,Skipped
V0070,V0070 - CJ_BGN: Section 2 Criminal Justice Begin Flag (CAPI variable),-2,Refusal
V0070,V0070 - CJ_BGN: Section 2 Criminal Justice Begin Flag (CAPI variable),-1,Don't Know
V0070,V0070 - CJ_BGN: Section 2 Criminal Justice Begin Flag (CAPI variable),1,Yes
V0071,V0071 - CJ0: For what authority being held: Upcoded version,-9,Response missing due to CAPI issue
V0071,V0071 - CJ0: For what authority being held: Upcoded version,-8,Skipped
V0071,V0071 - CJ0: For what authority being held: Upcoded version,-2,Refusal
V0071,V0071 - CJ0: For what authority being held: Upcoded version,-1,Don't Know
V0071,V0071 - CJ0: For what authority being held: Upcoded version,1,State correctional authorities such as the state department of corrections
V0071,V0071 - CJ0: For what authority being held: Upcoded version,2,Local correctional authorities such as local jails or detention centers
V0071,V0071 - CJ0: For what authority being held: Upcoded version,3,Federal Bureau of Prisons
V0071,V0071 - CJ0: For what authority being held: Upcoded version,4,U.S. Immigration and Customs Enforcement
V0071,V0071 - CJ0: For what authority being held: Upcoded version,5,U.S. Marshals Service
V0071,V0071 - CJ0: For what authority being held: Upcoded version,6,Some Other Authority
V0072,V0072 - CJ0: For what authority being held: Original,-9,Response missing due to CAPI issue
V0072,V0072 - CJ0: For what authority being held: Original,-8,Skipped
V0072,V0072 - CJ0: For what authority being held: Original,-2,Refusal
V0072,V0072 - CJ0: For what authority being held: Original,-1,Don't Know
V0072,V0072 - CJ0: For what authority being held: Original,1,State correctional authorities such as the state department of corrections
V0072,V0072 - CJ0: For what authority being held: Original,2,Local correctional authorities such as local jails or detention centers
V0072,V0072 - CJ0: For what authority being held: Original,3,Federal Bureau of Prisons
V0072,V0072 - CJ0: For what authority being held: Original,4,U.S. Immigration and Customs Enforcement
V0072,V0072 - CJ0: For what authority being held: Original,5,U.S. Marshals Service
V0072,V0072 - CJ0: For what authority being held: Original,6,Some Other Authority
V0073,V0073 - CJ1: Sentenced to serve time for offense?,-9,Response missing due to CAPI issue
V0073,V0073 - CJ1: Sentenced to serve time for offense?,-8,Skipped
V0073,V0073 - CJ1: Sentenced to serve time for offense?,-2,Refusal
V0073,V0073 - CJ1: Sentenced to serve time for offense?,-1,Don't Know
V0073,V0073 - CJ1: Sentenced to serve time for offense?,1,Yes
V0073,V0073 - CJ1: Sentenced to serve time for offense?,2,No
V0074,V0074 - CJ2: Awaiting trial/sentencing/revocation hearing?,-9,Response missing due to CAPI issue
V0074,V0074 - CJ2: Awaiting trial/sentencing/revocation hearing?,-8,Skipped
V0074,V0074 - CJ2: Awaiting trial/sentencing/revocation hearing?,-2,Refusal
V0074,V0074 - CJ2: Awaiting trial/sentencing/revocation hearing?,-1,Don't Know
V0074,V0074 - CJ2: Awaiting trial/sentencing/revocation hearing?,1,Yes
V0074,V0074 - CJ2: Awaiting trial/sentencing/revocation hearing?,2,No
V0075,V0075 - CJ2a: What they are specifically awaiting,-9,Response missing due to CAPI issue
V0075,V0075 - CJ2a: What they are specifically awaiting,-8,Skipped
V0075,V0075 - CJ2a: What they are specifically awaiting,-2,Refusal
V0075,V0075 - CJ2a: What they are specifically awaiting,-1,Don't Know
V0075,V0075 - CJ2a: What they are specifically awaiting,1,Awaiting Trial
V0075,V0075 - CJ2a: What they are specifically awaiting,2,Awaiting Sentencing
V0075,V0075 - CJ2a: What they are specifically awaiting,3,Awaiting a Revocation Hearing
V0076,V0076 - CJ2b: Awaiting revocation of parole or probation?,-9,Response missing due to CAPI issue
V0076,V0076 - CJ2b: Awaiting revocation of parole or probation?,-8,Skipped
V0076,V0076 - CJ2b: Awaiting revocation of parole or probation?,-2,Refusal
V0076,V0076 - CJ2b: Awaiting revocation of parole or probation?,-1,Don't Know
V0076,V0076 - CJ2b: Awaiting revocation of parole or probation?,1,Parole or Post-Release Supervision after serving time
V0076,V0076 - CJ2b: Awaiting revocation of parole or probation?,2,"Probation, including Shock Probation and Split Sentences"
V0077,V0077 - CJ3: Been told of time in prison for offense?,-9,Response missing due to CAPI issue
V0077,V0077 - CJ3: Been told of time in prison for offense?,-8,Skipped
V0077,V0077 - CJ3: Been told of time in prison for offense?,-2,Refusal
V0077,V0077 - CJ3: Been told of time in prison for offense?,-1,Don't Know
V0077,V0077 - CJ3: Been told of time in prison for offense?,1,Yes
V0077,V0077 - CJ3: Been told of time in prison for offense?,2,No
V0078,V0078 - CJ4: On parole/probation/escape when arrested/charged? (now serving time),-9,Response missing due to CAPI issue
V0078,V0078 - CJ4: On parole/probation/escape when arrested/charged? (now serving time),-8,Skipped
V0078,V0078 - CJ4: On parole/probation/escape when arrested/charged? (now serving time),-2,Refusal
V0078,V0078 - CJ4: On parole/probation/escape when arrested/charged? (now serving time),-1,Don't Know
V0078,V0078 - CJ4: On parole/probation/escape when arrested/charged? (now serving time),1,Parole or Post-Release Supervision after serving time
V0078,V0078 - CJ4: On parole/probation/escape when arrested/charged? (now serving time),2,"Probation, including Shock Probation and Split Sentences"
V0078,V0078 - CJ4: On parole/probation/escape when arrested/charged? (now serving time),3,Escape
V0078,V0078 - CJ4: On parole/probation/escape when arrested/charged? (now serving time),4,"None of These (No Parole, Probation, or Escape)"
V0079,V0079 - CJ5: Reason for being held in facility: Upcoded version,-9,Response missing due to CAPI issue
V0079,V0079 - CJ5: Reason for being held in facility: Upcoded version,-8,Skipped
V0079,V0079 - CJ5: Reason for being held in facility: Upcoded version,-2,Refusal
V0079,V0079 - CJ5: Reason for being held in facility: Upcoded version,-1,Don't Know
V0079,V0079 - CJ5: Reason for being held in facility: Upcoded version,1,Safe Keeping
V0079,V0079 - CJ5: Reason for being held in facility: Upcoded version,2,A Civil Commitment
V0079,V0079 - CJ5: Reason for being held in facility: Upcoded version,3,Some Other Reason
V0080,V0080 - CJ5: Reason for being held in facility: Original,-9,Response missing due to CAPI issue
V0080,V0080 - CJ5: Reason for being held in facility: Original,-8,Skipped
V0080,V0080 - CJ5: Reason for being held in facility: Original,-2,Refusal
V0080,V0080 - CJ5: Reason for being held in facility: Original,-1,Don't Know
V0080,V0080 - CJ5: Reason for being held in facility: Original,1,Safe Keeping
V0080,V0080 - CJ5: Reason for being held in facility: Original,2,A Civil Commitment
V0080,V0080 - CJ5: Reason for being held in facility: Original,3,Some Other Reason
V0081,V0081 - CJ7: On parole/probation/escape when arrested/charged? (now in prison),-9,Response missing due to CAPI issue
V0081,V0081 - CJ7: On parole/probation/escape when arrested/charged? (now in prison),-8,Skipped
V0081,V0081 - CJ7: On parole/probation/escape when arrested/charged? (now in prison),-2,Refusal
V0081,V0081 - CJ7: On parole/probation/escape when arrested/charged? (now in prison),-1,Don't Know
V0081,V0081 - CJ7: On parole/probation/escape when arrested/charged? (now in prison),1,Parole or Post-Release Supervision after serving time
V0081,V0081 - CJ7: On parole/probation/escape when arrested/charged? (now in prison),2,"Probation, including Shock Probation and Split Sentences"
V0081,V0081 - CJ7: On parole/probation/escape when arrested/charged? (now in prison),3,Escape
V0081,V0081 - CJ7: On parole/probation/escape when arrested/charged? (now in prison),4,"None of These (No Parole, Probation, or Escape)"
V0082,V0082 - CJ8TYPE: Offense(s) being held for - type(s),-9,Response missing due to CAPI issue
V0082,V0082 - CJ8TYPE: Offense(s) being held for - type(s),-8,Skipped
V0082,V0082 - CJ8TYPE: Offense(s) being held for - type(s),-2,Refusal
V0082,V0082 - CJ8TYPE: Offense(s) being held for - type(s),-1,Don't Know
V0082,V0082 - CJ8TYPE: Offense(s) being held for - type(s),1,Inmate provided actual offense(s)
V0082,V0082 - CJ8TYPE: Offense(s) being held for - type(s),7,None / No Offenses
V0083,"V0083 - CJ8_1: Name of offense(s) being held for - provided by inmate # 1 - Held, not awaiting trial (suppressed in PUF",999,Variable Suppressed in PUF and RUF
V0084,"V0084 - CJ8_2: Name of offense(s) being held for - provided by inmate # 2 - Held, not awaiting trial (suppressed in PUF",999,Variable Suppressed in PUF and RUF
V0085,"V0085 - CJ8_3: Name of offense(s) being held for - provided by inmate # 3 - Held, not awaiting trial (suppressed in PUF",999,Variable Suppressed in PUF and RUF
V0086,"V0086 - CJ8_4: Name of offense(s) being held for - provided by inmate # 4 - Held, not awaiting trial (suppressed in PUF",999,Variable Suppressed in PUF and RUF
